"source","target","value"
"CHN","ZWE",4
"COL","ALB",1
"COL","DZA",5
"COL","ARG",5
"COL","AUS",8
"COL","AUT",8
"COL","AZE",4
"COL","BEL",6
"COL","BOL",6
"COL","BRA",5
"COL","BDI",1
"COL","KHM",2
"COL","CAN",10
"COL","CHL",8
"COL","CHN",1
"COL","COG",2
"COL","CRI",2
"COL","CUB",4
"COL","CYP",1
"COL","CZE",10
"COL","DNK",4
"COL","DOM",4
"COL","VNM",2
"COL","ECU",2
"COL","EGY",3
"COL","FIN",2
"COL","FRA",7
"COL","GAB",2
"COL","DEU",4
"COL","GTM",2
"COL","HND",1
"COL","HUN",5
"COL","ISL",1
"COL","IDN",2
"COL","IRL",6
"COL","ITA",3
"COL","KGZ",2
"COL","MYS",6
"COL","MEX",8
"COL","MNE",3
"COL","NZL",2
"COL","NGA",2
"COL","NER",3
"COL","NOR",4
"COL","NLD",4
"COL","PAK",2
"COL","PAN",2
"COL","VAT",2
"COL","PRY",1
"COL","PER",4
"COL","PHL",4
"COL",NA,2
"COL","POL",2
"COL","PRT",5
"COL","KOR",2
"COL","ROU",3
"COL","RUS",4
"COL","ZAF",2
"COL","SEN",2
"COL","SGP",2
"COL","SVK",3
"COL","SVN",5
"COL","ESP",8
"COL","LKA",2
"COL","SWE",6
"COL","CHE",14
"COL","THA",2
"COL","TTO",2
"COL","TUN",1
"COL","TUR",4
"COL","GBR",6
"COL","URY",8
"COL","USA",3
"COL","VEN",1
"COL","YUG",2
"COM","AFG",1
"COM","DZA",4
"COM","AGO",1
"COM","ARG",2
"COM","AUS",4
"COM","AZE",4
"COM","BHR",1
"COM","BGD",3
"COM","BWA",2
"COM","BRA",5
"COM","CAN",7
"COM","CPV",2
"COM","TCD",3
"COM","CHN",1
"COM","COG",1
"COM","CUB",2
"COM","CZE",6
"COM","DJI",2
"COM","EGY",6
"COM","ETH",3
"COM","FRA",12
"COM","GAB",1
"COM","GHA",6
"COM","DEU",5
"COM","IDN",2
"COM","IRL",2
"COM","IRN",3
"COM","IRQ",2
"COM","ITA",3
"COM","JOR",2
"COM","KEN",1
"COM","KWT",1
"COM","LVA",1
"COM","LBN",2
"COM","LBY",1
"COM","MDV",2
"COM","MDG",5
"COM","MYS",4
"COM","MUS",1
"COM","MEX",6
"COM","MNE",2
"COM","MAR",6
"COM","MOZ",1
"COM","NLD",6
"COM","OMN",1
"COM","PAK",1
"COM","PHL",1
"COM","PRT",5
"COM","QAT",3
"COM","SAU",1
"COM","SEN",2
"COM","SGP",2
"COM","SVN",8
"COM","SOM",3
"COM","ESP",5
"COM","SSD",2
"COM","SYR",1
"COM","THA",2
"COM","TGO",3
"COM","TUN",4
"COM","TUR",1
"COM","ARE",3
"COM","GBR",6
"COM","URY",5
"COM","USA",4
"COM","VEN",1
"COM","YEM",1
"COG","DZA",5
"COG","AGO",5
"COG","ARG",9
"COG","ARM",3
"COG","AUS",3
"COG","AZE",4
"COG","BEL",5
"COG","BEN",3
"COG","BFA",4
"COG","BGD",2
"COG","BWA",2
"COG","BRA",4
"COG","BDI",1
"COG","KHM",2
"COG","CAN",7
"COG","CPV",1
"COG","CIV",3
"COG","CAF",1
"COG","TCD",2
"COG","CHL",3
"COG","CHN",2
"COG","CRI",2
"COG","CUB",3
"COG","CZE",7
"COG","DJI",6
"COG","COD",5
"COG","VNM",1
"COG","ECU",2
"COG","EGY",7
"COG","GNQ",1
"COG","EST",3
"COG","ETH",1
"COG","FRA",10
"COG","GAB",3
"COG","GHA",1
"COG","DEU",6
"COG","HUN",3
"COG","IDN",2
"COG","IRL",2
"COG","ITA",7
"COG","JPN",2
"COG","KEN",1
"COG","LVA",1
"COG","LSO",1
"COG","LBY",2
"COG","LIE",3
"COG","MDV",3
"COG","MYS",2
"COG","MEX",7
"COG","MNE",2
"COG","MAR",2
"COG","NGA",4
"COG","NLD",7
"COG","VAT",3
"COG","PRY",6
"COG","PHL",3
"COG","ROU",2
"COG","RUS",2
"COG","RWA",3
"COG","ZAF",3
"COG","SEN",1
"COG","SLE",5
"COG","SGP",2
"COG","SVK",1
"COG","SVN",6
"COG","ESP",7
"COG","LKA",2
"COG","SSD",2
"COG","SDN",3
"COG","SWE",5
"COG","THA",2
"COG","TGO",4
"COG","TUN",5
"COG","UGA",3
"COG","GBR",6
"COG","URY",6
"COG","USA",7
"COG","VEN",1
"COG","ZWE",2
"CRI","ALB",3
"CRI","DZA",5
"CRI","AGO",1
"CRI","ARG",5
"CRI","AUS",4
"CRI","AUT",4
"CRI","AZE",5
"CRI","BHR",3
"CRI","BEL",6
"CRI","BEN",1
"CRI","BFA",2
"CRI","BTN",2
"CRI","BLR",3
"CRI","BGD",2
"CRI","BOL",4
"CRI","BWA",2
"CRI","BRA",7
"CRI","BGR",4
"CRI","CAN",6
"CRI","CIV",2
"CRI","TCD",1
"CRI","CHL",4
"CRI","CHN",2
"CRI","COL",5
"CRI","COG",3
"CRI","CUB",1
"CRI","CZE",3
"CRI","COD",1
"CRI","VNM",2
"CRI","ECU",3
"CRI","EGY",9
"CRI","EST",2
"CRI","ETH",2
"CRI","FRA",9
"CRI","GHA",6
"CRI","DEU",5
"CRI","GTM",2
"CRI","HND",3
"CRI","HUN",1
"CRI","ISL",1
"CRI","IND",3
"CRI","IDN",2
"CRI","IRL",2
"CRI","IRN",5
"CRI","ITA",4
"CRI","JOR",3
"CRI","JPN",2
"CRI","LBY",1
"CRI","LIE",2
"CRI","MRT",1
"CRI","MDV",2
"CRI","MYS",5
"CRI","MEX",6
"CRI","MNE",2
"CRI","MAR",3
"CRI","NIC",7
"CRI","NER",2
"CRI","NOR",8
"CRI","NLD",5
"CRI","PAK",2
"CRI","PAN",1
"CRI","VAT",2
"CRI","PRY",6
"CRI","PER",2
"CRI","PHL",3
"CRI",NA,3
"CRI","PRT",5
"CRI","ROU",1
"CRI","RUS",4
"CRI","RWA",2
"CRI","SLV",6
"CRI","SEN",2
"CRI","SLE",4
"CRI","SGP",2
"CRI","SVK",8
"CRI","SVN",5
"CRI","ESP",7
"CRI","LKA",3
"CRI","SDN",2
"CRI","SWE",3
"CRI","CHE",5
"CRI","THA",2
"CRI","TKM",2
"CRI","TGO",2
"CRI","TTO",3
"CRI","TUN",2
"CRI","TUR",1
"CRI","GBR",6
"CRI","UKR",1
"CRI","URY",4
"CRI","USA",6
"CRI","UZB",3
"CRI","VEN",3
"CRI","YUG",1
"CRI","ZMB",2
"HRV","DZA",3
"HRV","ARG",4
"HRV","AUT",4
"HRV","AZE",3
"HRV","BEL",2
"HRV","BLR",3
"HRV","BGD",3
"HRV","BIH",4
"HRV","BRA",4
"HRV","CAN",4
"HRV","CHL",3
"HRV","CUB",2
"HRV","CZE",2
"HRV","ECU",7
"HRV","EGY",2
"HRV","FIN",6
"HRV","FRA",5
"HRV","GHA",3
"HRV","DEU",3
"HRV","HUN",4
"HRV","IDN",4
"HRV","IRQ",1
"HRV","ITA",2
"HRV","MKD",3
"HRV","MEX",3
"HRV","MDA",1
"HRV","MAR",2
"HRV","NPL",3
"HRV","NOR",5
"HRV","NLD",3
"HRV","PAK",2
"HRV",NA,2
"HRV","POL",3
"HRV","KOR",1
"HRV","SVK",2
"HRV","SVN",1
"HRV","ESP",5
"HRV","SWE",2
"HRV","CHE",4
"HRV","TUR",1
"HRV","GBR",2
"HRV","USA",5
"HRV","YUG",3
"CUB","DZA",7
"CUB","AGO",1
"CUB","ARG",4
"CUB","ARM",3
"CUB","AUS",5
"CUB","AUT",10
"CUB","AZE",4
"CUB","BHR",6
"CUB","BEL",4
"CUB","BFA",1
"CUB","BTN",3
"CUB","BLR",8
"CUB","BGD",6
"CUB","BOL",10
"CUB","BWA",2
"CUB","BRA",6
"CUB","BRN",1
"CUB","BDI",2
"CUB","KHM",2
"CUB","CAN",9
"CUB","CPV",2
"CUB","TCD",2
"CUB","CHL",4
"CUB","CHN",6
"CUB","COL",2
"CUB","COM",2
"CUB","COG",1
"CUB","CRI",2
"CUB","CYP",1
"CUB","CZE",10
"CUB","DJI",7
"CUB","DOM",8
"CUB","COD",2
"CUB","VNM",8
"CUB","ECU",5
"CUB","EGY",3
"CUB","GNQ",1
"CUB","ERI",4
"CUB","EST",5
"CUB","ETH",2
"CUB","TLS",3
"CUB","FIN",2
"CUB","FRA",14
"CUB","GHA",6
"CUB","DEU",5
"CUB","HTI",3
"CUB","HND",7
"CUB","HUN",4
"CUB","IND",6
"CUB","IDN",4
"CUB","IRL",2
"CUB","IRN",8
"CUB","IRQ",2
"CUB","ISR",3
"CUB","ITA",8
"CUB","JAM",1
"CUB","JOR",4
"CUB","JPN",3
"CUB","KWT",2
"CUB","KGZ",2
"CUB","KAZ",4
"CUB","LAO",4
"CUB","LBN",2
"CUB","LSO",2
"CUB","MRT",3
"CUB","MDV",4
"CUB","MYS",6
"CUB","MEX",9
"CUB","MNE",3
"CUB","MAR",2
"CUB","MMR",6
"CUB","MOZ",2
"CUB","NAM",2
"CUB","NPL",2
"CUB","NIC",6
"CUB","NGA",3
"CUB","NER",1
"CUB","NOR",4
"CUB","NLD",6
"CUB","OMN",3
"CUB","PAK",9
"CUB","PAN",4
"CUB","PER",1
"CUB","PHL",4
"CUB",NA,4
"CUB","POL",4
"CUB","PRK",9
"CUB","QAT",5
"CUB","ROU",3
"CUB","RUS",9
"CUB","ZAF",6
"CUB","SLV",7
"CUB","SAU",5
"CUB","SEN",2
"CUB","SLE",3
"CUB","SGP",2
"CUB","SVK",5
"CUB","SVN",4
"CUB","SOM",3
"CUB","ESP",3
"CUB","LKA",8
"CUB","SSD",2
"CUB","SDN",6
"CUB","SWE",2
"CUB","CHE",9
"CUB","SYR",7
"CUB","TJK",3
"CUB","TZA",3
"CUB","THA",3
"CUB","TKM",4
"CUB","TGO",2
"CUB","TTO",3
"CUB","TUN",3
"CUB","TUR",4
"CUB","ARE",3
"CUB","UGA",1
"CUB","GBR",7
"CUB","UKR",3
"CUB","URY",3
"CUB","USA",3
"CUB","UZB",5
"CUB","VEN",10
"CUB","YEM",2
"CUB","YUG",6
"CUB","ZWE",6
"CYP","DZA",7
"CYP","ARG",8
"CYP","ARM",4
"CYP","AUS",6
"CYP","BRA",5
"CYP","BGR",2
"CYP","CAN",5
"CYP","CIV",2
"CYP","CHL",5
"CYP","CHN",2
"CYP","COL",3
"CYP","CUB",1
"CYP","CZE",2
"CYP","DNK",2
"CYP","DJI",2
"CYP","COD",1
"CYP","VNM",2
"CYP","ECU",2
"CYP","EGY",3
"CYP","ETH",2
"CYP","FRA",6
"CYP","GRC",3
"CYP","HUN",2
"CYP","IND",1
"CYP","IDN",2
"CYP","IRL",2
"CYP","ISR",4
"CYP","ITA",7
"CYP","MYS",3
"CYP","MUS",2
"CYP","MEX",6
"CYP","MDA",2
"CYP","MAR",2
"CYP","NIC",1
"CYP","NOR",5
"CYP","NLD",6
"CYP","OMN",1
"CYP","PRY",3
"CYP","PHL",4
"CYP",NA,3
"CYP","PRT",4
"CYP","ROU",1
"CYP","RUS",1
"CYP","SVK",1
"CYP","SVN",3
"CYP","ESP",7
"CYP","LKA",1
"CYP","SWE",6
"CYP","THA",2
"CYP","ARE",1
"CYP","GBR",5
"CYP","UKR",1
"CYP","URY",5
"CYP","USA",7
"CYP","UZB",3
"CYP","VEN",4
"CYP","YUG",1
"CZE","DZA",9
"CZE","ARG",3
"CZE","ARM",2
"CZE","AUS",2
"CZE","AUT",4
"CZE","BEL",3
"CZE","BLR",5
"CZE","BGD",4
"CZE","BRA",4
"CZE","KHM",1
"CZE","CAN",8
"CZE","CHN",5
"CZE","CRI",2
"CZE","CUB",8
"CZE","DNK",2
"CZE","EGY",8
"CZE","EST",1
"CZE","FIN",2
"CZE","FRA",4
"CZE","GRC",2
"CZE","HUN",2
"CZE","IND",1
"CZE","IDN",3
"CZE","IRL",2
"CZE","IRN",5
"CZE","IRQ",2
"CZE","JOR",2
"CZE","KGZ",2
"CZE","LBY",2
"CZE","LIE",4
"CZE","MYS",3
"CZE","MEX",7
"CZE","MDA",3
"CZE","NAM",2
"CZE","NIC",2
"CZE","NOR",2
"CZE","NLD",2
"CZE","PRY",3
"CZE","PHL",3
"CZE",NA,2
"CZE","PRK",3
"CZE","ROU",1
"CZE","RUS",7
"CZE","RWA",3
"CZE","ZAF",4
"CZE","SVK",3
"CZE","SVN",6
"CZE","ESP",7
"CZE","LKA",3
"CZE","THA",2
"CZE","TUN",6
"CZE","TUR",6
"CZE","GBR",3
"CZE","URY",4
"CZE","USA",3
"CZE","UZB",4
"DNK","AFG",1
"DNK","DZA",3
"DNK","ARG",3
"DNK","AUS",2
"DNK","AUT",5
"DNK","AZE",5
"DNK","BEL",2
"DNK","BFA",1
"DNK","BLR",2
"DNK","BGD",3
"DNK","BRA",4
"DNK","CAN",4
"DNK","ECU",9
"DNK","EGY",4
"DNK","FIN",1
"DNK","FRA",4
"DNK","GRC",3
"DNK","GTM",1
"DNK","HND",2
"DNK","HUN",2
"DNK","IND",1
"DNK","IDN",4
"DNK","IRN",4
"DNK","ITA",1
"DNK","KGZ",3
"DNK","MYS",3
"DNK","MEX",3
"DNK","MDA",1
"DNK","MAR",2
"DNK","NOR",3
"DNK","NLD",3
"DNK","PAK",5
"DNK",NA,3
"DNK","POL",4
"DNK","KOR",3
"DNK","RUS",3
"DNK","ZAF",2
"DNK","SVK",5
"DNK","SVN",1
"DNK","ESP",5
"DNK","SWE",1
"DNK","CHE",4
"DNK","TUR",2
"DNK","GBR",3
"DNK","USA",3
"DNK","UZB",5
"DJI","AFG",1
"DJI","DZA",4
"DJI","AGO",2
"DJI","ARG",2
"DJI","AUS",2
"DJI","AZE",3
"DJI","BHR",1
"DJI","BEL",4
"DJI","BEN",1
"DJI","BLR",3
"DJI","BWA",1
"DJI","BRA",6
"DJI","BDI",5
"DJI","CAN",10
"DJI","CPV",3
"DJI","CIV",1
"DJI","TCD",1
"DJI","CHL",2
"DJI","CHN",2
"DJI","COG",1
"DJI","CRI",2
"DJI","CUB",5
"DJI","COD",3
"DJI","VNM",1
"DJI","ECU",5
"DJI","EGY",7
"DJI","EST",3
"DJI","ETH",2
"DJI","FRA",9
"DJI","GAB",1
"DJI","GHA",1
"DJI","DEU",2
"DJI","GTM",2
"DJI","HUN",3
"DJI","IDN",4
"DJI","IRN",4
"DJI","IRQ",1
"DJI","ITA",5
"DJI","JOR",2
"DJI","KEN",2
"DJI","KWT",4
"DJI","LBN",2
"DJI","LSO",1
"DJI","MDV",3
"DJI","MYS",5
"DJI","MEX",5
"DJI","MDA",2
"DJI","MNE",2
"DJI","MAR",6
"DJI","MOZ",1
"DJI","NAM",3
"DJI","NIC",1
"DJI","NGA",3
"DJI","NER",3
"DJI","NLD",6
"DJI","OMN",1
"DJI","PAK",3
"DJI","PHL",2
"DJI",NA,2
"DJI","QAT",3
"DJI","ROU",2
"DJI","RWA",2
"DJI","ZAF",6
"DJI","SAU",3
"DJI","SEN",2
"DJI","SLE",5
"DJI","SGP",2
"DJI","SVK",5
"DJI","SVN",9
"DJI","SOM",1
"DJI","ESP",6
"DJI","LKA",3
"DJI","SDN",1
"DJI","SYR",3
"DJI","THA",2
"DJI","TKM",3
"DJI","TGO",1
"DJI","TUN",2
"DJI","TUR",2
"DJI","ARE",3
"DJI","UGA",1
"DJI","GBR",6
"DJI","URY",5
"DJI","USA",3
"DJI","VEN",2
"DJI","YEM",2
"DMA","DZA",6
"DMA","ARG",5
"DMA","ARM",2
"DMA","AUS",4
"DMA","AZE",5
"DMA","BRB",1
"DMA","BEN",1
"DMA","BLR",2
"DMA","BGD",3
"DMA","BOL",4
"DMA","BRA",2
"DMA","CAN",10
"DMA","CHL",12
"DMA","CHN",1
"DMA","CRI",2
"DMA","CUB",5
"DMA","DNK",1
"DMA","DJI",2
"DMA","COD",2
"DMA","ECU",2
"DMA","ETH",2
"DMA","FRA",14
"DMA","GHA",4
"DMA","DEU",5
"DMA","IDN",2
"DMA","IRL",2
"DMA","ITA",4
"DMA","JAM",2
"DMA","KEN",3
"DMA","LVA",1
"DMA","MDV",3
"DMA","MYS",2
"DMA","MEX",8
"DMA","MNE",2
"DMA","MAR",2
"DMA","NIC",3
"DMA","NLD",5
"DMA","PRY",2
"DMA",NA,2
"DMA","PRT",8
"DMA","SLE",5
"DMA","SGP",2
"DMA","SVN",5
"DMA","ESP",10
"DMA","LKA",1
"DMA","SWE",2
"DMA","THA",2
"DMA","TTO",3
"DMA","GBR",5
"DMA","URY",5
"DMA","USA",4
"DMA","VEN",2
"DOM","DZA",5
"DOM","AGO",1
"DOM","ARG",2
"DOM","AUS",5
"DOM","AZE",3
"DOM","BEL",9
"DOM","BOL",4
"DOM","BIH",3
"DOM","BRA",8
"DOM","CAN",8
"DOM","CHL",10
"DOM","COL",6
"DOM","CUB",4
"DOM","DJI",1
"DOM","VNM",2
"DOM","ECU",2
"DOM","EGY",8
"DOM","EST",4
"DOM","FRA",9
"DOM","GHA",2
"DOM","DEU",5
"DOM","GTM",1
"DOM","HTI",1
"DOM","IDN",2
"DOM","IRL",2
"DOM","IRQ",1
"DOM","ITA",8
"DOM","LVA",1
"DOM","MYS",2
"DOM","MEX",7
"DOM","MNE",2
"DOM","MAR",4
"DOM","NIC",4
"DOM","NGA",2
"DOM","NOR",10
"DOM","NLD",10
"DOM","VAT",2
"DOM","PRY",3
"DOM","PER",5
"DOM","PHL",2
"DOM","PRT",4
"DOM","PRK",1
"DOM","SGP",2
"DOM","SVN",5
"DOM","SOM",2
"DOM","ESP",12
"DOM","CHE",5
"DOM","THA",2
"DOM","TTO",4
"DOM","TUR",3
"DOM","GBR",6
"DOM","UKR",3
"DOM","URY",8
"DOM","USA",5
"DOM","VEN",3
"COD","DZA",6
"COD","AGO",3
"COD","ARG",8
"COD","AUS",9
"COD","AUT",10
"COD","AZE",5
"COD","BEL",8
"COD","BEN",2
"COD","BFA",1
"COD","BLR",3
"COD","BWA",2
"COD","BRA",6
"COD","BDI",1
"COD","CAN",8
"COD","CPV",2
"COD","CIV",3
"COD","TCD",2
"COD","CHL",8
"COD","CHN",2
"COD","COG",1
"COD","CRI",2
"COD","HRV",2
"COD","CUB",1
"COD","CZE",10
"COD","DNK",3
"COD","DJI",6
"COD","ECU",2
"COD","EGY",7
"COD","EST",2
"COD","ETH",2
"COD","TLS",3
"COD","FIN",4
"COD","FRA",11
"COD","GAB",1
"COD","GHA",6
"COD","DEU",7
"COD","GRC",3
"COD","GTM",4
"COD","HUN",5
"COD","IDN",2
"COD","IRL",6
"COD","ISR",3
"COD","ITA",8
"COD","JPN",3
"COD","LVA",4
"COD","LSO",2
"COD","LBY",2
"COD","LTU",6
"COD","LUX",9
"COD","MKD",4
"COD","MDG",3
"COD","MYS",3
"COD","MEX",6
"COD","MLI",1
"COD","MNE",2
"COD","MAR",5
"COD","NAM",3
"COD","NIC",2
"COD","NGA",1
"COD","NER",6
"COD","NOR",7
"COD","NLD",9
"COD","VAT",2
"COD","PRY",4
"COD","PHL",3
"COD",NA,2
"COD","POL",5
"COD","PRT",6
"COD","PRK",2
"COD","KOR",4
"COD","ROU",2
"COD","RUS",2
"COD","RWA",2
"COD","ZAF",7
"COD","SEN",2
"COD","SLE",3
"COD","SGP",2
"COD","SVK",5
"COD","SVN",4
"COD","ESP",12
"COD","SSD",2
"COD","SDN",2
"COD","SWE",6
"COD","CHE",8
"COD","THA",2
"COD","TGO",3
"COD","TUN",5
"COD","UGA",4
"COD","GBR",7
"COD","URY",6
"COD","USA",7
"COD","VEN",1
"COD","ZWE",5
"VNM","AFG",1
"VNM","ALB",2
"VNM","DZA",9
"VNM","AGO",1
"VNM","ARG",8
"VNM","AUS",6
"VNM","AUT",9
"VNM","AZE",7
"VNM","BEL",6
"VNM","BEN",2
"VNM","BFA",2
"VNM","BTN",2
"VNM","BLR",4
"VNM","BGD",3
"VNM","BOL",1
"VNM","BRA",6
"VNM","BRN",1
"VNM","KHM",5
"VNM","CAN",14
"VNM","CPV",2
"VNM","CIV",2
"VNM","TCD",1
"VNM","CHL",5
"VNM","CHN",4
"VNM","COG",2
"VNM","CUB",4
"VNM","CZE",6
"VNM","DNK",3
"VNM","DJI",3
"VNM","ECU",2
"VNM","EGY",7
"VNM","EST",3
"VNM","ETH",3
"VNM","TLS",2
"VNM","FIN",6
"VNM","FRA",8
"VNM","GAB",2
"VNM","DEU",10
"VNM","GRC",5
"VNM","HUN",2
"VNM","IND",5
"VNM","IDN",4
"VNM","IRL",2
"VNM","IRN",7
"VNM","IRQ",1
"VNM","ITA",8
"VNM","JPN",4
"VNM","KGZ",3
"VNM","KAZ",3
"VNM","LAO",3
"VNM","LVA",2
"VNM","LBN",2
"VNM","LBY",2
"VNM","LIE",2
"VNM","LTU",2
"VNM","LUX",2
"VNM","MDG",3
"VNM","MYS",4
"VNM","MEX",7
"VNM","MDA",2
"VNM","MLI",2
"VNM","MNE",2
"VNM","MAR",7
"VNM","MMR",4
"VNM","MOZ",1
"VNM","NAM",3
"VNM","NPL",5
"VNM","NZL",7
"VNM","NIC",3
"VNM","NGA",2
"VNM","NER",2
"VNM","NOR",9
"VNM","NLD",6
"VNM","OMN",1
"VNM","PAK",6
"VNM","PHL",5
"VNM",NA,3
"VNM","POL",7
"VNM","PRT",5
"VNM","PRK",6
"VNM","KOR",2
"VNM","ROU",2
"VNM","RUS",5
"VNM","ZAF",1
"VNM","SEN",1
"VNM","SGP",3
"VNM","SVK",2
"VNM","SVN",4
"VNM","ESP",4
"VNM","LKA",2
"VNM","SSD",1
"VNM","SDN",2
"VNM","SWE",6
"VNM","CHE",8
"VNM","SYR",5
"VNM","THA",4
"VNM","TKM",3
"VNM","TGO",3
"VNM","TUN",4
"VNM","TUR",6
"VNM","ARE",1
"VNM","GBR",7
"VNM","URY",7
"VNM","USA",7
"VNM","UZB",2
"VNM","VEN",5
"VNM","YEM",2
"VNM","YUG",2
"VNM","ZWE",2
"ECU","ARG",3
"ECU","AUS",2
"ECU","AUT",5
"ECU","AZE",2
"ECU","BEL",3
"ECU","BLR",1
"ECU","BOL",1
"ECU","BRA",1
"ECU","KHM",1
"ECU","CAN",5
"ECU","CHL",2
"ECU","CHN",1
"ECU","COL",1
"ECU","CRI",2
"ECU","CUB",1
"ECU","DJI",3
"ECU","DOM",2
"ECU","VNM",1
"ECU","EGY",3
"ECU","EST",1
"ECU","FIN",2
"ECU","FRA",3
"ECU","DEU",2
"ECU","HND",1
"ECU","HUN",2
"ECU","IND",2
"ECU","IDN",2
"ECU","IRN",4
"ECU","IRQ",3
"ECU","ITA",3
"ECU","LVA",5
"ECU","LBN",2
"ECU","LIE",3
"ECU","LUX",2
"ECU","MYS",2
"ECU","MEX",5
"ECU","MAR",2
"ECU","MMR",2
"ECU","NIC",1
"ECU","NOR",3
"ECU","NLD",1
"ECU","PAK",1
"ECU","VAT",3
"ECU","PRY",1
"ECU","PER",3
"ECU","PHL",1
"ECU",NA,2
"ECU","PRK",2
"ECU","QAT",1
"ECU","RUS",1
"ECU","ZAF",2
"ECU","SAU",1
"ECU","SGP",2
"ECU","SVK",5
"ECU","SVN",6
"ECU","ESP",3
"ECU","LKA",1
"ECU","SWE",3
"ECU","CHE",3
"ECU","SYR",1
"ECU","THA",2
"ECU","TUR",1
"ECU","GBR",3
"ECU","URY",4
"ECU","USA",3
"ECU","VEN",2
"ECU","ZWE",1
"EGY","AFG",2
"EGY","DZA",6
"EGY","AGO",4
"EGY","ARG",2
"EGY","ARM",4
"EGY","AUS",4
"EGY","AUT",12
"EGY","AZE",3
"EGY","BHR",2
"EGY","BEL",7
"EGY","BFA",3
"EGY","BTN",5
"EGY","BLR",4
"EGY","BGD",5
"EGY","BOL",7
"EGY","BIH",3
"EGY","BWA",2
"EGY","BRA",6
"EGY","BRN",2
"EGY","BDI",1
"EGY","CAN",9
"EGY","CPV",1
"EGY","CIV",2
"EGY","CAF",2
"EGY","CHL",12
"EGY","CHN",3
"EGY","CRI",2
"EGY","HRV",1
"EGY","CUB",5
"EGY","CYP",1
"EGY","CZE",12
"EGY","DNK",2
"EGY","VNM",1
"EGY","GNQ",3
"EGY","ERI",1
"EGY","EST",3
"EGY","ETH",2
"EGY","FIN",6
"EGY","FRA",13
"EGY","GAB",2
"EGY","GHA",6
"EGY","DEU",11
"EGY","GRC",5
"EGY","HUN",2
"EGY","ISL",3
"EGY","IND",3
"EGY","IDN",4
"EGY","IRL",9
"EGY","IRN",4
"EGY","IRQ",2
"EGY","ISR",7
"EGY","ITA",3
"EGY","JOR",5
"EGY","JPN",4
"EGY","KWT",5
"EGY","KGZ",2
"EGY","KAZ",3
"EGY","LAO",3
"EGY","LVA",3
"EGY","LBN",4
"EGY","LSO",1
"EGY","LTU",4
"EGY","LUX",4
"EGY","MRT",1
"EGY","MDV",2
"EGY","MYS",5
"EGY","MEX",6
"EGY","MLI",2
"EGY","MNE",2
"EGY","MAR",4
"EGY","MMR",3
"EGY","NAM",1
"EGY","NIC",3
"EGY","NGA",3
"EGY","NER",2
"EGY","NOR",15
"EGY","NLD",7
"EGY","OMN",3
"EGY","PAK",4
"EGY","PRY",1
"EGY","PHL",6
"EGY",NA,7
"EGY","PRT",5
"EGY","PRK",2
"EGY","QAT",4
"EGY","KOR",3
"EGY","ROU",3
"EGY","RUS",4
"EGY","RWA",3
"EGY","ZAF",3
"EGY","SAU",5
"EGY","SEN",5
"EGY","SLE",6
"EGY","SGP",1
"EGY","SVK",3
"EGY","SVN",5
"EGY","ESP",9
"EGY","LKA",3
"EGY","SSD",3
"EGY","SDN",4
"EGY","SWE",7
"EGY","CHE",13
"EGY","SYR",2
"EGY","TJK",2
"EGY","THA",2
"EGY","TKM",2
"EGY","TGO",3
"EGY","TUN",7
"EGY","TUR",4
"EGY","ARE",4
"EGY","GBR",2
"EGY","UKR",1
"EGY","URY",6
"EGY","USA",14
"EGY","UZB",3
"EGY","VEN",4
"EGY","YEM",1
"EGY","YUG",2
"EGY","ZWE",1
"GNQ","DZA",6
"GNQ","AGO",4
"GNQ","ARG",8
"GNQ","ARM",2
"GNQ","AUS",8
"GNQ","AZE",7
"GNQ","BFA",4
"GNQ","BWA",2
"GNQ","BRA",7
"GNQ","BDI",2
"GNQ","CAN",11
"GNQ","CPV",3
"GNQ","CIV",3
"GNQ","CAF",1
"GNQ","TCD",2
"GNQ","CHL",11
"GNQ","CHN",2
"GNQ","COL",4
"GNQ","COG",2
"GNQ","CRI",2
"GNQ","CUB",1
"GNQ","CZE",10
"GNQ","DJI",2
"GNQ","COD",3
"GNQ","VNM",2
"GNQ","ECU",2
"GNQ","EGY",8
"GNQ","EST",4
"GNQ","ETH",3
"GNQ","TLS",2
"GNQ","FRA",12
"GNQ","GAB",2
"GNQ","GHA",12
"GNQ","DEU",7
"GNQ","GTM",3
"GNQ","IDN",3
"GNQ","IRL",2
"GNQ","ITA",7
"GNQ","LVA",1
"GNQ","LBY",2
"GNQ","MDG",2
"GNQ","MYS",2
"GNQ","MEX",6
"GNQ","MLI",4
"GNQ","MNE",2
"GNQ","MAR",3
"GNQ","MOZ",2
"GNQ","NIC",2
"GNQ","NGA",2
"GNQ","NOR",6
"GNQ","NLD",7
"GNQ","PRY",4
"GNQ","PHL",3
"GNQ","PRT",8
"GNQ","KOR",4
"GNQ","RUS",3
"GNQ","RWA",3
"GNQ","ZAF",6
"GNQ","SLE",3
"GNQ","SGP",2
"GNQ","SVN",5
"GNQ","ESP",14
"GNQ","SSD",1
"GNQ","SDN",4
"GNQ","SWE",6
"GNQ","CHE",7
"GNQ","THA",2
"GNQ","TGO",3
"GNQ","TUN",3
"GNQ","TUR",7
"GNQ","GBR",6
"GNQ","URY",8
"GNQ","USA",5
"GNQ","VEN",2
"ERI","AFG",1
"ERI","DZA",6
